count,id,Condition,label,show_label,frequency,fill_color
1,340,P5,BA.5.2,BA.5.2,7.011639321273313e-5,#EB6046
1,341,clade_who,Omicron,Omicron,7.011639321273313e-5,#EB6046
1,341,Nextclade_pango,BA.5.2.7,NA,7.011639321273313e-5,#EB6046
1,341,P0.1,BA.5.2,NA,7.011639321273313e-5,#EB6046
1,341,P0.5,BA.5.2,BA.5.2,7.011639321273313e-5,#EB6046
1,341,P1,BA.5.2,BA.5.2,7.011639321273313e-5,#EB6046
1,341,P5,BA.5.2,BA.5.2,7.011639321273313e-5,#EB6046
4,342,clade_who,Omicron,Omicron,2.804655728509325e-4,#EB6046
4,342,Nextclade_pango,BU.1,NA,2.804655728509325e-4,#EB6046
4,342,P0.1,BA.5.2,NA,2.804655728509325e-4,#EB6046
4,342,P0.5,BA.5.2,BA.5.2,2.804655728509325e-4,#EB6046
4,342,P1,BA.5.2,BA.5.2,2.804655728509325e-4,#EB6046
4,342,P5,BA.5.2,BA.5.2,2.804655728509325e-4,#EB6046
3,343,clade_who,Omicron,Omicron,2.1034917963819942e-4,#EB6046
3,343,Nextclade_pango,CF.1,NA,2.1034917963819942e-4,#EB6046
3,343,P0.1,BA.5.2,NA,2.1034917963819942e-4,#EB6046
3,343,P0.5,BA.5.2,BA.5.2,2.1034917963819942e-4,#EB6046
3,343,P1,BA.5.2,BA.5.2,2.1034917963819942e-4,#EB6046
3,343,P5,BA.5.2,BA.5.2,2.1034917963819942e-4,#EB6046
2,344,clade_who,Omicron,Omicron,1.4023278642546626e-4,#EB6046
2,344,Nextclade_pango,CG.1,NA,1.4023278642546626e-4,#EB6046
2,344,P0.1,BA.5.2,NA,1.4023278642546626e-4,#EB6046
2,344,P0.5,BA.5.2,BA.5.2,1.4023278642546626e-4,#EB6046
2,344,P1,BA.5.2,BA.5.2,1.4023278642546626e-4,#EB6046
2,344,P5,BA.5.2,BA.5.2,1.4023278642546626e-4,#EB6046
3,345,clade_who,Omicron,Omicron,2.1034917963819942e-4,#EB6046
3,345,Nextclade_pango,CK.1,NA,2.1034917963819942e-4,#EB6046
3,345,P0.1,BA.5.2,NA,2.1034917963819942e-4,#EB6046
3,345,P0.5,BA.5.2,BA.5.2,2.1034917963819942e-4,#EB6046
3,345,P1,BA.5.2,BA.5.2,2.1034917963819942e-4,#EB6046
3,345,P5,BA.5.2,BA.5.2,2.1034917963819942e-4,#EB6046
1,346,clade_who,Omicron,Omicron,7.011639321273313e-5,#EB6046
1,346,Nextclade_pango,CK.1.4,NA,7.011639321273313e-5,#EB6046
1,346,P0.1,BA.5.2,NA,7.011639321273313e-5,#EB6046
1,346,P0.5,BA.5.2,BA.5.2,7.011639321273313e-5,#EB6046
1,346,P1,BA.5.2,BA.5.2,7.011639321273313e-5,#EB6046
1,346,P5,BA.5.2,BA.5.2,7.011639321273313e-5,#EB6046
1,347,clade_who,Omicron,Omicron,7.011639321273313e-5,#EB6046
1,347,Nextclade_pango,CK.1.5,NA,7.011639321273313e-5,#EB6046
1,347,P0.1,BA.5.2,NA,7.011639321273313e-5,#EB6046
1,347,P0.5,BA.5.2,BA.5.2,7.011639321273313e-5,#EB6046
1,347,P1,BA.5.2,BA.5.2,7.011639321273313e-5,#EB6046
1,347,P5,BA.5.2,BA.5.2,7.011639321273313e-5,#EB6046
3,348,clade_who,Omicron,Omicron,2.1034917963819942e-4,#EB6046
3,348,Nextclade_pango,CK.3,NA,2.1034917963819942e-4,#EB6046
3,348,P0.1,BA.5.2,NA,2.1034917963819942e-4,#EB6046
3,348,P0.5,BA.5.2,BA.5.2,2.1034917963819942e-4,#EB6046
3,348,P1,BA.5.2,BA.5.2,2.1034917963819942e-4,#EB6046
3,348,P5,BA.5.2,BA.5.2,2.1034917963819942e-4,#EB6046
1,349,clade_who,Omicron,Omicron,7.011639321273313e-5,#EB6046
1,349,Nextclade_pango,CN.1,NA,7.011639321273313e-5,#EB6046
1,349,P0.1,BA.5.2,NA,7.011639321273313e-5,#EB6046
1,349,P0.5,BA.5.2,BA.5.2,7.011639321273313e-5,#EB6046
1,349,P1,BA.5.2,BA.5.2,7.011639321273313e-5,#EB6046
1,349,P5,BA.5.2,BA.5.2,7.011639321273313e-5,#EB6046
1,350,clade_who,Omicron,Omicron,7.011639321273313e-5,#EB6046
1,350,Nextclade_pango,CR.1.1,NA,7.011639321273313e-5,#EB6046
1,350,P0.1,BA.5.2,NA,7.011639321273313e-5,#EB6046
1,350,P0.5,BA.5.2,BA.5.2,7.011639321273313e-5,#EB6046
1,350,P1,BA.5.2,BA.5.2,7.011639321273313e-5,#EB6046
1,350,P5,BA.5.2,BA.5.2,7.011639321273313e-5,#EB6046
1,351,clade_who,Omicron,Omicron,7.011639321273313e-5,#EB6046
1,351,Nextclade_pango,DQ.1,NA,7.011639321273313e-5,#EB6046
1,351,P0.1,BA.5.2,NA,7.011639321273313e-5,#EB6046
1,351,P0.5,BA.5.2,BA.5.2,7.011639321273313e-5,#EB6046
1,351,P1,BA.5.2,BA.5.2,7.011639321273313e-5,#EB6046
1,351,P5,BA.5.2,BA.5.2,7.011639321273313e-5,#EB6046
1,352,clade_who,Omicron,Omicron,7.011639321273313e-5,#EB6046
1,352,Nextclade_pango,DY.2,NA,7.011639321273313e-5,#EB6046
1,352,P0.1,BA.5.2,NA,7.011639321273313e-5,#EB6046
1,352,P0.5,BA.5.2,BA.5.2,7.011639321273313e-5,#EB6046
1,352,P1,BA.5.2,BA.5.2,7.011639321273313e-5,#EB6046
1,352,P5,BA.5.2,BA.5.2,7.011639321273313e-5,#EB6046
361,353,clade_who,Omicron,Omicron,0.025312017949796664,#EB6046
361,353,Nextclade_pango,BA.5.2.1,NA,0.025312017949796664,#EB6046
361,353,P0.1,BA.5.2.1,NA,0.025312017949796664,#EB6046
361,353,P0.5,BA.5.2.1,BA.5.2.1,0.025312017949796664,#EB6046
361,353,P1,BA.5.2.1,BA.5.2.1,0.025312017949796664,#EB6046
361,353,P5,BA.5.2,BA.5.2,0.025312017949796664,#EB6046
8,354,clade_who,Omicron,Omicron,5.60931145701865e-4,#EB6046
8,354,Nextclade_pango,BF.1,NA,5.60931145701865e-4,#EB6046
8,354,P0.1,BA.5.2.1,NA,5.60931145701865e-4,#EB6046
8,354,P0.5,BA.5.2.1,BA.5.2.1,5.60931145701865e-4,#EB6046
8,354,P1,BA.5.2.1,BA.5.2.1,5.60931145701865e-4,#EB6046
8,354,P5,BA.5.2,BA.5.2,5.60931145701865e-4,#EB6046
5,355,clade_who,Omicron,Omicron,3.505819660636657e-4,#EB6046
5,355,Nextclade_pango,BF.1.1,NA,3.505819660636657e-4,#EB6046
5,355,P0.1,BA.5.2.1,NA,3.505819660636657e-4,#EB6046
5,355,P0.5,BA.5.2.1,BA.5.2.1,3.505819660636657e-4,#EB6046
5,355,P1,BA.5.2.1,BA.5.2.1,3.505819660636657e-4,#EB6046
5,355,P5,BA.5.2,BA.5.2,3.505819660636657e-4,#EB6046
2,356,clade_who,Omicron,Omicron,1.4023278642546626e-4,#EB6046
2,356,Nextclade_pango,BF.11,NA,1.4023278642546626e-4,#EB6046
2,356,P0.1,BA.5.2.1,NA,1.4023278642546626e-4,#EB6046
2,356,P0.5,BA.5.2.1,BA.5.2.1,1.4023278642546626e-4,#EB6046
2,356,P1,BA.5.2.1,BA.5.2.1,1.4023278642546626e-4,#EB6046
2,356,P5,BA.5.2,BA.5.2,1.4023278642546626e-4,#EB6046
1,357,clade_who,Omicron,Omicron,7.011639321273313e-5,#EB6046
1,357,Nextclade_pango,BF.11.4,NA,7.011639321273313e-5,#EB6046
1,357,P0.1,BA.5.2.1,NA,7.011639321273313e-5,#EB6046
1,357,P0.5,BA.5.2.1,BA.5.2.1,7.011639321273313e-5,#EB6046
1,357,P1,BA.5.2.1,BA.5.2.1,7.011639321273313e-5,#EB6046
1,357,P5,BA.5.2,BA.5.2,7.011639321273313e-5,#EB6046
1,358,clade_who,Omicron,Omicron,7.011639321273313e-5,#EB6046
1,358,Nextclade_pango,BF.11.5,NA,7.011639321273313e-5,#EB6046
1,358,P0.1,BA.5.2.1,NA,7.011639321273313e-5,#EB6046
1,358,P0.5,BA.5.2.1,BA.5.2.1,7.011639321273313e-5,#EB6046
1,358,P1,BA.5.2.1,BA.5.2.1,7.011639321273313e-5,#EB6046
1,358,P5,BA.5.2,BA.5.2,7.011639321273313e-5,#EB6046
5,359,clade_who,Omicron,Omicron,3.505819660636657e-4,#EB6046
5,359,Nextclade_pango,BF.14,NA,3.505819660636657e-4,#EB6046
5,359,P0.1,BA.5.2.1,NA,3.505819660636657e-4,#EB6046
5,359,P0.5,BA.5.2.1,BA.5.2.1,3.505819660636657e-4,#EB6046
5,359,P1,BA.5.2.1,BA.5.2.1,3.505819660636657e-4,#EB6046
5,359,P5,BA.5.2,BA.5.2,3.505819660636657e-4,#EB6046
6,360,clade_who,Omicron,Omicron,4.2069835927639884e-4,#EB6046
6,360,Nextclade_pango,BF.16,NA,4.2069835927639884e-4,#EB6046
6,360,P0.1,BA.5.2.1,NA,4.2069835927639884e-4,#EB6046
6,360,P0.5,BA.5.2.1,BA.5.2.1,4.2069835927639884e-4,#EB6046
6,360,P1,BA.5.2.1,BA.5.2.1,4.2069835927639884e-4,#EB6046
6,360,P5,BA.5.2,BA.5.2,4.2069835927639884e-4,#EB6046
1,361,clade_who,Omicron,Omicron,7.011639321273313e-5,#EB6046
1,361,Nextclade_pango,BF.2,NA,7.011639321273313e-5,#EB6046
1,361,P0.1,BA.5.2.1,NA,7.011639321273313e-5,#EB6046
1,361,P0.5,BA.5.2.1,BA.5.2.1,7.011639321273313e-5,#EB6046
1,361,P1,BA.5.2.1,BA.5.2.1,7.011639321273313e-5,#EB6046
1,361,P5,BA.5.2,BA.5.2,7.011639321273313e-5,#EB6046
1,362,clade_who,Omicron,Omicron,7.011639321273313e-5,#EB6046
1,362,Nextclade_pango,BF.20,NA,7.011639321273313e-5,#EB6046
1,362,P0.1,BA.5.2.1,NA,7.011639321273313e-5,#EB6046
1,362,P0.5,BA.5.2.1,BA.5.2.1,7.011639321273313e-5,#EB6046
1,362,P1,BA.5.2.1,BA.5.2.1,7.011639321273313e-5,#EB6046
1,362,P5,BA.5.2,BA.5.2,7.011639321273313e-5,#EB6046
5,363,clade_who,Omicron,Omicron,3.505819660636657e-4,#EB6046
5,363,Nextclade_pango,BF.25,NA,3.505819660636657e-4,#EB6046
5,363,P0.1,BA.5.2.1,NA,3.505819660636657e-4,#EB6046
5,363,P0.5,BA.5.2.1,BA.5.2.1,3.505819660636657e-4,#EB6046
5,363,P1,BA.5.2.1,BA.5.2.1,3.505819660636657e-4,#EB6046
5,363,P5,BA.5.2,BA.5.2,3.505819660636657e-4,#EB6046
10,364,clade_who,Omicron,Omicron,7.011639321273314e-4,#EB6046
10,364,Nextclade_pango,BF.26,NA,7.011639321273314e-4,#EB6046
10,364,P0.1,BA.5.2.1,NA,7.011639321273314e-4,#EB6046
10,364,P0.5,BA.5.2.1,BA.5.2.1,7.011639321273314e-4,#EB6046
10,364,P1,BA.5.2.1,BA.5.2.1,7.011639321273314e-4,#EB6046
10,364,P5,BA.5.2,BA.5.2,7.011639321273314e-4,#EB6046
5,365,clade_who,Omicron,Omicron,3.505819660636657e-4,#EB6046
5,365,Nextclade_pango,BF.27,NA,3.505819660636657e-4,#EB6046
5,365,P0.1,BA.5.2.1,NA,3.505819660636657e-4,#EB6046
5,365,P0.5,BA.5.2.1,BA.5.2.1,3.505819660636657e-4,#EB6046
5,365,P1,BA.5.2.1,BA.5.2.1,3.505819660636657e-4,#EB6046
5,365,P5,BA.5.2,BA.5.2,3.505819660636657e-4,#EB6046
7,366,clade_who,Omicron,Omicron,4.90814752489132e-4,#EB6046
7,366,Nextclade_pango,BF.28,NA,4.90814752489132e-4,#EB6046
7,366,P0.1,BA.5.2.1,NA,4.90814752489132e-4,#EB6046
7,366,P0.5,BA.5.2.1,BA.5.2.1,4.90814752489132e-4,#EB6046
7,366,P1,BA.5.2.1,BA.5.2.1,4.90814752489132e-4,#EB6046
7,366,P5,BA.5.2,BA.5.2,4.90814752489132e-4,#EB6046
2,367,clade_who,Omicron,Omicron,1.4023278642546626e-4,#EB6046
2,367,Nextclade_pango,BF.3.1,NA,1.4023278642546626e-4,#EB6046
2,367,P0.1,BA.5.2.1,NA,1.4023278642546626e-4,#EB6046
2,367,P0.5,BA.5.2.1,BA.5.2.1,1.4023278642546626e-4,#EB6046
2,367,P1,BA.5.2.1,BA.5.2.1,1.4023278642546626e-4,#EB6046
2,367,P5,BA.5.2,BA.5.2,1.4023278642546626e-4,#EB6046
4,368,clade_who,Omicron,Omicron,2.804655728509325e-4,#EB6046
4,368,Nextclade_pango,BF.32,NA,2.804655728509325e-4,#EB6046
4,368,P0.1,BA.5.2.1,NA,2.804655728509325e-4,#EB6046
4,368,P0.5,BA.5.2.1,BA.5.2.1,2.804655728509325e-4,#EB6046
4,368,P1,BA.5.2.1,BA.5.2.1,2.804655728509325e-4,#EB6046
4,368,P5,BA.5.2,BA.5.2,2.804655728509325e-4,#EB6046
4,369,clade_who,Omicron,Omicron,2.804655728509325e-4,#EB6046
4,369,Nextclade_pango,BF.36,NA,2.804655728509325e-4,#EB6046
4,369,P0.1,BA.5.2.1,NA,2.804655728509325e-4,#EB6046
4,369,P0.5,BA.5.2.1,BA.5.2.1,2.804655728509325e-4,#EB6046
4,369,P1,BA.5.2.1,BA.5.2.1,2.804655728509325e-4,#EB6046
4,369,P5,BA.5.2,BA.5.2,2.804655728509325e-4,#EB6046
2,370,clade_who,Omicron,Omicron,1.4023278642546626e-4,#EB6046
2,370,Nextclade_pango,BF.39,NA,1.4023278642546626e-4,#EB6046
2,370,P0.1,BA.5.2.1,NA,1.4023278642546626e-4,#EB6046
2,370,P0.5,BA.5.2.1,BA.5.2.1,1.4023278642546626e-4,#EB6046
2,370,P1,BA.5.2.1,BA.5.2.1,1.4023278642546626e-4,#EB6046
2,370,P5,BA.5.2,BA.5.2,1.4023278642546626e-4,#EB6046
4,371,clade_who,Omicron,Omicron,2.804655728509325e-4,#EB6046
4,371,Nextclade_pango,BF.4,NA,2.804655728509325e-4,#EB6046
4,371,P0.1,BA.5.2.1,NA,2.804655728509325e-4,#EB6046
4,371,P0.5,BA.5.2.1,BA.5.2.1,2.804655728509325e-4,#EB6046
4,371,P1,BA.5.2.1,BA.5.2.1,2.804655728509325e-4,#EB6046
4,371,P5,BA.5.2,BA.5.2,2.804655728509325e-4,#EB6046
1,372,clade_who,Omicron,Omicron,7.011639321273313e-5,#EB6046
1,372,Nextclade_pango,BF.40,NA,7.011639321273313e-5,#EB6046
1,372,P0.1,BA.5.2.1,NA,7.011639321273313e-5,#EB6046
1,372,P0.5,BA.5.2.1,BA.5.2.1,7.011639321273313e-5,#EB6046
1,372,P1,BA.5.2.1,BA.5.2.1,7.011639321273313e-5,#EB6046
1,372,P5,BA.5.2,BA.5.2,7.011639321273313e-5,#EB6046
3,373,clade_who,Omicron,Omicron,2.1034917963819942e-4,#EB6046
3,373,Nextclade_pango,BF.41,NA,2.1034917963819942e-4,#EB6046
3,373,P0.1,BA.5.2.1,NA,2.1034917963819942e-4,#EB6046
3,373,P0.5,BA.5.2.1,BA.5.2.1,2.1034917963819942e-4,#EB6046
3,373,P1,BA.5.2.1,BA.5.2.1,2.1034917963819942e-4,#EB6046
3,373,P5,BA.5.2,BA.5.2,2.1034917963819942e-4,#EB6046
1,374,clade_who,Omicron,Omicron,7.011639321273313e-5,#EB6046
1,374,Nextclade_pango,BF.6,NA,7.011639321273313e-5,#EB6046
1,374,P0.1,BA.5.2.1,NA,7.011639321273313e-5,#EB6046
1,374,P0.5,BA.5.2.1,BA.5.2.1,7.011639321273313e-5,#EB6046
1,374,P1,BA.5.2.1,BA.5.2.1,7.011639321273313e-5,#EB6046
1,374,P5,BA.5.2,BA.5.2,7.011639321273313e-5,#EB6046
13,375,clade_who,Omicron,Omicron,9.115131117655308e-4,#EB6046
13,375,Nextclade_pango,BF.8,NA,9.115131117655308e-4,#EB6046
13,375,P0.1,BA.5.2.1,NA,9.115131117655308e-4,#EB6046
13,375,P0.5,BA.5.2.1,BA.5.2.1,9.115131117655308e-4,#EB6046
13,375,P1,BA.5.2.1,BA.5.2.1,9.115131117655308e-4,#EB6046
13,375,P5,BA.5.2,BA.5.2,9.115131117655308e-4,#EB6046
1,376,clade_who,Omicron,Omicron,7.011639321273313e-5,#EB6046
1,376,Nextclade_pango,BF.9,NA,7.011639321273313e-5,#EB6046
1,376,P0.1,BA.5.2.1,NA,7.011639321273313e-5,#EB6046
1,376,P0.5,BA.5.2.1,BA.5.2.1,7.011639321273313e-5,#EB6046
1,376,P1,BA.5.2.1,BA.5.2.1,7.011639321273313e-5,#EB6046
1,376,P5,BA.5.2,BA.5.2,7.011639321273313e-5,#EB6046
23,377,clade_who,Omicron,Omicron,0.001612677043892862,#EB6046
23,377,Nextclade_pango,BA.5.2.20,NA,0.001612677043892862,#EB6046
23,377,P0.1,BA.5.2.20,NA,0.001612677043892862,#EB6046
23,377,P0.5,BA.5.2,BA.5.2,0.001612677043892862,#EB6046
23,377,P1,BA.5.2,BA.5.2,0.001612677043892862,#EB6046
23,377,P5,BA.5.2,BA.5.2,0.001612677043892862,#EB6046
10,378,clade_who,Omicron,Omicron,7.011639321273314e-4,#EB6046
10,378,Nextclade_pango,BA.5.2.6,NA,7.011639321273314e-4,#EB6046
10,378,P0.1,BA.5.2.6,NA,7.011639321273314e-4,#EB6046
10,378,P0.5,BA.5.2,BA.5.2,7.011639321273314e-4,#EB6046
10,378,P1,BA.5.2,BA.5.2,7.011639321273314e-4,#EB6046
10,378,P5,BA.5.2,BA.5.2,7.011639321273314e-4,#EB6046
3,379,clade_who,Omicron,Omicron,2.1034917963819942e-4,#EB6046
3,379,Nextclade_pango,CP.1,NA,2.1034917963819942e-4,#EB6046
3,379,P0.1,BA.5.2.6,NA,2.1034917963819942e-4,#EB6046
3,379,P0.5,BA.5.2,BA.5.2,2.1034917963819942e-4,#EB6046
3,379,P1,BA.5.2,BA.5.2,2.1034917963819942e-4,#EB6046
3,379,P5,BA.5.2,BA.5.2,2.1034917963819942e-4,#EB6046
1,380,clade_who,Omicron,Omicron,7.011639321273313e-5,#EB6046
1,380,Nextclade_pango,CP.1.3,NA,7.011639321273313e-5,#EB6046
1,380,P0.1,BA.5.2.6,NA,7.011639321273313e-5,#EB6046
1,380,P0.5,BA.5.2,BA.5.2,7.011639321273313e-5,#EB6046
1,380,P1,BA.5.2,BA.5.2,7.011639321273313e-5,#EB6046
1,380,P5,BA.5.2,BA.5.2,7.011639321273313e-5,#EB6046
2,381,clade_who,Omicron,Omicron,1.4023278642546626e-4,#EB6046
2,381,Nextclade_pango,CP.3,NA,1.4023278642546626e-4,#EB6046
2,381,P0.1,BA.5.2.6,NA,1.4023278642546626e-4,#EB6046
2,381,P0.5,BA.5.2,BA.5.2,1.4023278642546626e-4,#EB6046
2,381,P1,BA.5.2,BA.5.2,1.4023278642546626e-4,#EB6046
2,381,P5,BA.5.2,BA.5.2,1.4023278642546626e-4,#EB6046
1,382,clade_who,Omicron,Omicron,7.011639321273313e-5,#EB6046
1,382,Nextclade_pango,CP.6,NA,7.011639321273313e-5,#EB6046
1,382,P0.1,BA.5.2.6,NA,7.011639321273313e-5,#EB6046
1,382,P0.5,BA.5.2,BA.5.2,7.011639321273313e-5,#EB6046
1,382,P1,BA.5.2,BA.5.2,7.011639321273313e-5,#EB6046
1,382,P5,BA.5.2,BA.5.2,7.011639321273313e-5,#EB6046
29,383,clade_who,Omicron,Omicron,0.002033375403169261,#EB6046
29,383,Nextclade_pango,BA.5.2.9,NA,0.002033375403169261,#EB6046
29,383,P0.1,BA.5.2.9,NA,0.002033375403169261,#EB6046
29,383,P0.5,BA.5.2,BA.5.2,0.002033375403169261,#EB6046
29,383,P1,BA.5.2,BA.5.2,0.002033375403169261,#EB6046
29,383,P5,BA.5.2,BA.5.2,0.002033375403169261,#EB6046
3,384,clade_who,Omicron,Omicron,2.1034917963819942e-4,#EB6046
3,384,Nextclade_pango,BA.5.3.1,NA,2.1034917963819942e-4,#EB6046
3,384,P0.1,BA.5.3,NA,2.1034917963819942e-4,#EB6046
3,384,P0.5,BA.5,BA.5,2.1034917963819942e-4,#EB6046
3,384,P1,BA.5,BA.5,2.1034917963819942e-4,#EB6046
3,384,P5,BA.5,BA.5,2.1034917963819942e-4,#EB6046
1,385,clade_who,Omicron,Omicron,7.011639321273313e-5,#EB6046
1,385,Nextclade_pango,BA.5.3.3,NA,7.011639321273313e-5,#EB6046
1,385,P0.1,BA.5.3,NA,7.011639321273313e-5,#EB6046
1,385,P0.5,BA.5,BA.5,7.011639321273313e-5,#EB6046
1,385,P1,BA.5,BA.5,7.011639321273313e-5,#EB6046
1,385,P5,BA.5,BA.5,7.011639321273313e-5,#EB6046
1,386,clade_who,Omicron,Omicron,7.011639321273313e-5,#EB6046
1,386,Nextclade_pango,BA.5.3.5,NA,7.011639321273313e-5,#EB6046
1,386,P0.1,BA.5.3,NA,7.011639321273313e-5,#EB6046
1,386,P0.5,BA.5,BA.5,7.011639321273313e-5,#EB6046
1,386,P1,BA.5,BA.5,7.011639321273313e-5,#EB6046
1,386,P5,BA.5,BA.5,7.011639321273313e-5,#EB6046
1,387,clade_who,Omicron,Omicron,7.011639321273313e-5,#EB6046
1,387,Nextclade_pango,BE.10,NA,7.011639321273313e-5,#EB6046
1,387,P0.1,BA.5.3,NA,7.011639321273313e-5,#EB6046
1,387,P0.5,BA.5,BA.5,7.011639321273313e-5,#EB6046
1,387,P1,BA.5,BA.5,7.011639321273313e-5,#EB6046
1,387,P5,BA.5,BA.5,7.011639321273313e-5,#EB6046
1,388,clade_who,Omicron,Omicron,7.011639321273313e-5,#EB6046
1,388,Nextclade_pango,BE.12,NA,7.011639321273313e-5,#EB6046
1,388,P0.1,BA.5.3,NA,7.011639321273313e-5,#EB6046
1,388,P0.5,BA.5,BA.5,7.011639321273313e-5,#EB6046
1,388,P1,BA.5,BA.5,7.011639321273313e-5,#EB6046
1,388,P5,BA.5,BA.5,7.011639321273313e-5,#EB6046
1,389,clade_who,Omicron,Omicron,7.011639321273313e-5,#EB6046
1,389,Nextclade_pango,BE.2,NA,7.011639321273313e-5,#EB6046
1,389,P0.1,BA.5.3,NA,7.011639321273313e-5,#EB6046
1,389,P0.5,BA.5,BA.5,7.011639321273313e-5,#EB6046
1,389,P1,BA.5,BA.5,7.011639321273313e-5,#EB6046
1,389,P5,BA.5,BA.5,7.011639321273313e-5,#EB6046
2,390,clade_who,Omicron,Omicron,1.4023278642546626e-4,#EB6046
2,390,Nextclade_pango,BE.4,NA,1.4023278642546626e-4,#EB6046
2,390,P0.1,BA.5.3,NA,1.4023278642546626e-4,#EB6046
2,390,P0.5,BA.5,BA.5,1.4023278642546626e-4,#EB6046
2,390,P1,BA.5,BA.5,1.4023278642546626e-4,#EB6046
2,390,P5,BA.5,BA.5,1.4023278642546626e-4,#EB6046
2,391,clade_who,Omicron,Omicron,1.4023278642546626e-4,#EB6046
2,391,Nextclade_pango,BE.4.1,NA,1.4023278642546626e-4,#EB6046
2,391,P0.1,BA.5.3,NA,1.4023278642546626e-4,#EB6046
2,391,P0.5,BA.5,BA.5,1.4023278642546626e-4,#EB6046
2,391,P1,BA.5,BA.5,1.4023278642546626e-4,#EB6046
2,391,P5,BA.5,BA.5,1.4023278642546626e-4,#EB6046
2,392,clade_who,Omicron,Omicron,1.4023278642546626e-4,#EB6046
2,392,Nextclade_pango,BE.4.2,NA,1.4023278642546626e-4,#EB6046
2,392,P0.1,BA.5.3,NA,1.4023278642546626e-4,#EB6046
2,392,P0.5,BA.5,BA.5,1.4023278642546626e-4,#EB6046
2,392,P1,BA.5,BA.5,1.4023278642546626e-4,#EB6046
2,392,P5,BA.5,BA.5,1.4023278642546626e-4,#EB6046
1,393,clade_who,Omicron,Omicron,7.011639321273313e-5,#EB6046
1,393,Nextclade_pango,CQ.1.1,NA,7.011639321273313e-5,#EB6046
1,393,P0.1,BA.5.3,NA,7.011639321273313e-5,#EB6046
1,393,P0.5,BA.5,BA.5,7.011639321273313e-5,#EB6046
1,393,P1,BA.5,BA.5,7.011639321273313e-5,#EB6046
1,393,P5,BA.5,BA.5,7.011639321273313e-5,#EB6046
57,394,clade_who,Omicron,Omicron,0.0039966344131257886,#EB6046
57,394,Nextclade_pango,BA.5.5,NA,0.0039966344131257886,#EB6046
57,394,P0.1,BA.5.5,NA,0.0039966344131257886,#EB6046
57,394,P0.5,BA.5,BA.5,0.0039966344131257886,#EB6046
57,394,P1,BA.5,BA.5,0.0039966344131257886,#EB6046
57,394,P5,BA.5,BA.5,0.0039966344131257886,#EB6046
4,395,clade_who,Omicron,Omicron,2.804655728509325e-4,#EB6046
4,395,Nextclade_pango,BA.5.5.1,NA,2.804655728509325e-4,#EB6046
4,395,P0.1,BA.5.5,NA,2.804655728509325e-4,#EB6046
4,395,P0.5,BA.5,BA.5,2.804655728509325e-4,#EB6046
4,395,P1,BA.5,BA.5,2.804655728509325e-4,#EB6046
4,395,P5,BA.5,BA.5,2.804655728509325e-4,#EB6046
62,396,clade_who,Omicron,Omicron,0.004347216379189454,#EB6046
62,396,Nextclade_pango,BA.5.6,NA,0.004347216379189454,#EB6046
62,396,P0.1,BA.5.6,NA,0.004347216379189454,#EB6046
62,396,P0.5,BA.5,BA.5,0.004347216379189454,#EB6046
62,396,P1,BA.5,BA.5,0.004347216379189454,#EB6046
62,396,P5,BA.5,BA.5,0.004347216379189454,#EB6046
1,397,clade_who,Omicron,Omicron,7.011639321273313e-5,#EB6046
1,397,Nextclade_pango,BA.5.6.1,NA,7.011639321273313e-5,#EB6046
1,397,P0.1,BA.5.6,NA,7.011639321273313e-5,#EB6046
1,397,P0.5,BA.5,BA.5,7.011639321273313e-5,#EB6046
1,397,P1,BA.5,BA.5,7.011639321273313e-5,#EB6046
1,397,P5,BA.5,BA.5,7.011639321273313e-5,#EB6046
6,398,clade_who,Omicron,Omicron,4.2069835927639884e-4,#EB6046
6,398,Nextclade_pango,BA.5.6.2,NA,4.2069835927639884e-4,#EB6046
6,398,P0.1,BA.5.6,NA,4.2069835927639884e-4,#EB6046
6,398,P0.5,BA.5,BA.5,4.2069835927639884e-4,#EB6046
6,398,P1,BA.5,BA.5,4.2069835927639884e-4,#EB6046
6,398,P5,BA.5,BA.5,4.2069835927639884e-4,#EB6046
2,399,clade_who,Omicron,Omicron,1.4023278642546626e-4,#EB6046
2,399,Nextclade_pango,BW.1.1.1,NA,1.4023278642546626e-4,#EB6046
2,399,P0.1,BA.5.6,NA,1.4023278642546626e-4,#EB6046
2,399,P0.5,BA.5,BA.5,1.4023278642546626e-4,#EB6046
2,399,P1,BA.5,BA.5,1.4023278642546626e-4,#EB6046
2,399,P5,BA.5,BA.5,1.4023278642546626e-4,#EB6046
22,400,clade_who,Omicron,Omicron,0.001542560650680129,#EB6046
22,400,Nextclade_pango,BE.1,NA,0.001542560650680129,#EB6046
22,400,P0.1,BE.1,NA,0.001542560650680129,#EB6046
22,400,P0.5,BA.5.3.1,BA.5.3.1,0.001542560650680129,#EB6046
22,400,P1,BA.5,BA.5,0.001542560650680129,#EB6046
22,400,P5,BA.5,BA.5,0.001542560650680129,#EB6046
1,401,clade_who,Omicron,Omicron,7.011639321273313e-5,#EB6046
1,401,Nextclade_pango,BE.1.3,NA,7.011639321273313e-5,#EB6046
1,401,P0.1,BE.1,NA,7.011639321273313e-5,#EB6046
1,401,P0.5,BA.5.3.1,BA.5.3.1,7.011639321273313e-5,#EB6046
1,401,P1,BA.5,BA.5,7.011639321273313e-5,#EB6046
