count,id,Condition,label,show_label,frequency,fill_color
1,67,clade_who,Ancestral,Ancestral,7.011639321273313e-5,#3288BD
1,67,Nextclade_pango,B.1.1.416,NA,7.011639321273313e-5,#3288BD
1,67,P0.1,B.1.1,NA,7.011639321273313e-5,#3288BD
1,67,P0.5,B.1.1,B.1.1,7.011639321273313e-5,#3288BD
1,67,P1,B.1.1,B.1.1,7.011639321273313e-5,#3288BD
1,67,P5,B.1.1,B.1.1,7.011639321273313e-5,#3288BD
2,68,clade_who,Ancestral,Ancestral,1.4023278642546626e-4,#3288BD
2,68,Nextclade_pango,B.1.1.420,NA,1.4023278642546626e-4,#3288BD
2,68,P0.1,B.1.1,NA,1.4023278642546626e-4,#3288BD
2,68,P0.5,B.1.1,B.1.1,1.4023278642546626e-4,#3288BD
2,68,P1,B.1.1,B.1.1,1.4023278642546626e-4,#3288BD
2,68,P5,B.1.1,B.1.1,1.4023278642546626e-4,#3288BD
7,69,clade_who,Ancestral,Ancestral,4.90814752489132e-4,#3288BD
7,69,Nextclade_pango,B.1.1.432,NA,4.90814752489132e-4,#3288BD
7,69,P0.1,B.1.1,NA,4.90814752489132e-4,#3288BD
7,69,P0.5,B.1.1,B.1.1,4.90814752489132e-4,#3288BD
7,69,P1,B.1.1,B.1.1,4.90814752489132e-4,#3288BD
7,69,P5,B.1.1,B.1.1,4.90814752489132e-4,#3288BD
1,70,clade_who,Ancestral,Ancestral,7.011639321273313e-5,#3288BD
1,70,Nextclade_pango,B.1.1.46,NA,7.011639321273313e-5,#3288BD
1,70,P0.1,B.1.1,NA,7.011639321273313e-5,#3288BD
1,70,P0.5,B.1.1,B.1.1,7.011639321273313e-5,#3288BD
1,70,P1,B.1.1,B.1.1,7.011639321273313e-5,#3288BD
1,70,P5,B.1.1,B.1.1,7.011639321273313e-5,#3288BD
1,71,clade_who,Ancestral,Ancestral,7.011639321273313e-5,#3288BD
1,71,Nextclade_pango,B.1.1.464,NA,7.011639321273313e-5,#3288BD
1,71,P0.1,B.1.1,NA,7.011639321273313e-5,#3288BD
1,71,P0.5,B.1.1,B.1.1,7.011639321273313e-5,#3288BD
1,71,P1,B.1.1,B.1.1,7.011639321273313e-5,#3288BD
1,71,P5,B.1.1,B.1.1,7.011639321273313e-5,#3288BD
3,72,clade_who,Ancestral,Ancestral,2.1034917963819942e-4,#3288BD
3,72,Nextclade_pango,B.1.1.50,NA,2.1034917963819942e-4,#3288BD
3,72,P0.1,B.1.1,NA,2.1034917963819942e-4,#3288BD
3,72,P0.5,B.1.1,B.1.1,2.1034917963819942e-4,#3288BD
3,72,P1,B.1.1,B.1.1,2.1034917963819942e-4,#3288BD
3,72,P5,B.1.1,B.1.1,2.1034917963819942e-4,#3288BD
2,73,clade_who,Ancestral,Ancestral,1.4023278642546626e-4,#3288BD
2,73,Nextclade_pango,B.1.1.61,NA,1.4023278642546626e-4,#3288BD
2,73,P0.1,B.1.1,NA,1.4023278642546626e-4,#3288BD
2,73,P0.5,B.1.1,B.1.1,1.4023278642546626e-4,#3288BD
2,73,P1,B.1.1,B.1.1,1.4023278642546626e-4,#3288BD
2,73,P5,B.1.1,B.1.1,1.4023278642546626e-4,#3288BD
2,74,clade_who,Ancestral,Ancestral,1.4023278642546626e-4,#3288BD
2,74,Nextclade_pango,B.1.1.70,NA,1.4023278642546626e-4,#3288BD
2,74,P0.1,B.1.1,NA,1.4023278642546626e-4,#3288BD
2,74,P0.5,B.1.1,B.1.1,1.4023278642546626e-4,#3288BD
2,74,P1,B.1.1,B.1.1,1.4023278642546626e-4,#3288BD
2,74,P5,B.1.1,B.1.1,1.4023278642546626e-4,#3288BD
4,75,clade_who,Ancestral,Ancestral,2.804655728509325e-4,#3288BD
4,75,Nextclade_pango,P.2,NA,2.804655728509325e-4,#3288BD
4,75,P0.1,B.1.1,NA,2.804655728509325e-4,#3288BD
4,75,P0.5,B.1.1,B.1.1,2.804655728509325e-4,#3288BD
4,75,P1,B.1.1,B.1.1,2.804655728509325e-4,#3288BD
4,75,P5,B.1.1,B.1.1,2.804655728509325e-4,#3288BD
25,76,clade_who,Ancestral,Ancestral,0.0017529098303183284,#3288BD
25,76,Nextclade_pango,B.1.1.1,NA,0.0017529098303183284,#3288BD
25,76,P0.1,B.1.1.1,NA,0.0017529098303183284,#3288BD
25,76,P0.5,B.1.1,B.1.1,0.0017529098303183284,#3288BD
25,76,P1,B.1.1,B.1.1,0.0017529098303183284,#3288BD
25,76,P5,B.1.1,B.1.1,0.0017529098303183284,#3288BD
2,77,clade_who,Ancestral,Ancestral,1.4023278642546626e-4,#3288BD
2,77,Nextclade_pango,C.1,NA,1.4023278642546626e-4,#3288BD
2,77,P0.1,B.1.1.1,NA,1.4023278642546626e-4,#3288BD
2,77,P0.5,B.1.1,B.1.1,1.4023278642546626e-4,#3288BD
2,77,P1,B.1.1,B.1.1,1.4023278642546626e-4,#3288BD
2,77,P5,B.1.1,B.1.1,1.4023278642546626e-4,#3288BD
1,78,clade_who,Ancestral,Ancestral,7.011639321273313e-5,#3288BD
1,78,Nextclade_pango,C.14,NA,7.011639321273313e-5,#3288BD
1,78,P0.1,B.1.1.1,NA,7.011639321273313e-5,#3288BD
1,78,P0.5,B.1.1,B.1.1,7.011639321273313e-5,#3288BD
1,78,P1,B.1.1,B.1.1,7.011639321273313e-5,#3288BD
1,78,P5,B.1.1,B.1.1,7.011639321273313e-5,#3288BD
1,79,clade_who,Ancestral,Ancestral,7.011639321273313e-5,#3288BD
1,79,Nextclade_pango,C.16,NA,7.011639321273313e-5,#3288BD
1,79,P0.1,B.1.1.1,NA,7.011639321273313e-5,#3288BD
1,79,P0.5,B.1.1,B.1.1,7.011639321273313e-5,#3288BD
1,79,P1,B.1.1,B.1.1,7.011639321273313e-5,#3288BD
1,79,P5,B.1.1,B.1.1,7.011639321273313e-5,#3288BD
1,80,clade_who,Ancestral,Ancestral,7.011639321273313e-5,#3288BD
1,80,Nextclade_pango,C.35,NA,7.011639321273313e-5,#3288BD
1,80,P0.1,B.1.1.1,NA,7.011639321273313e-5,#3288BD
1,80,P0.5,B.1.1,B.1.1,7.011639321273313e-5,#3288BD
1,80,P1,B.1.1,B.1.1,7.011639321273313e-5,#3288BD
1,80,P5,B.1.1,B.1.1,7.011639321273313e-5,#3288BD
3,81,clade_who,Ancestral,Ancestral,2.1034917963819942e-4,#3288BD
3,81,Nextclade_pango,C.36,NA,2.1034917963819942e-4,#3288BD
3,81,P0.1,B.1.1.1,NA,2.1034917963819942e-4,#3288BD
3,81,P0.5,B.1.1,B.1.1,2.1034917963819942e-4,#3288BD
3,81,P1,B.1.1,B.1.1,2.1034917963819942e-4,#3288BD
3,81,P5,B.1.1,B.1.1,2.1034917963819942e-4,#3288BD
3,82,clade_who,Ancestral,Ancestral,2.1034917963819942e-4,#3288BD
3,82,Nextclade_pango,C.36.3,NA,2.1034917963819942e-4,#3288BD
3,82,P0.1,B.1.1.1,NA,2.1034917963819942e-4,#3288BD
3,82,P0.5,B.1.1,B.1.1,2.1034917963819942e-4,#3288BD
3,82,P1,B.1.1,B.1.1,2.1034917963819942e-4,#3288BD
3,82,P5,B.1.1,B.1.1,2.1034917963819942e-4,#3288BD
5,83,clade_who,Ancestral,Ancestral,3.505819660636657e-4,#3288BD
5,83,Nextclade_pango,C.36.3.1,NA,3.505819660636657e-4,#3288BD
5,83,P0.1,B.1.1.1,NA,3.505819660636657e-4,#3288BD
5,83,P0.5,B.1.1,B.1.1,3.505819660636657e-4,#3288BD
5,83,P1,B.1.1,B.1.1,3.505819660636657e-4,#3288BD
5,83,P5,B.1.1,B.1.1,3.505819660636657e-4,#3288BD
4,84,clade_who,Ancestral,Ancestral,2.804655728509325e-4,#3288BD
4,84,Nextclade_pango,C.38,NA,2.804655728509325e-4,#3288BD
4,84,P0.1,B.1.1.1,NA,2.804655728509325e-4,#3288BD
4,84,P0.5,B.1.1,B.1.1,2.804655728509325e-4,#3288BD
4,84,P1,B.1.1,B.1.1,2.804655728509325e-4,#3288BD
4,84,P5,B.1.1,B.1.1,2.804655728509325e-4,#3288BD
19,85,clade_who,Ancestral,Ancestral,0.0013322114710419297,#3288BD
19,85,Nextclade_pango,B.1.1.231,NA,0.0013322114710419297,#3288BD
19,85,P0.1,B.1.1.231,NA,0.0013322114710419297,#3288BD
19,85,P0.5,B.1.1,B.1.1,0.0013322114710419297,#3288BD
19,85,P1,B.1.1,B.1.1,0.0013322114710419297,#3288BD
19,85,P5,B.1.1,B.1.1,0.0013322114710419297,#3288BD
298,86,clade_who,Ancestral,Ancestral,0.020894685177394474,#3288BD
298,86,Nextclade_pango,B.1.1.434,NA,0.020894685177394474,#3288BD
298,86,P0.1,B.1.1.434,NA,0.020894685177394474,#3288BD
298,86,P0.5,B.1.1.434,B.1.1.434,0.020894685177394474,#3288BD
298,86,P1,B.1.1.434,B.1.1.434,0.020894685177394474,#3288BD
298,86,P5,B.1.1,B.1.1,0.020894685177394474,#3288BD
25,87,clade_who,Ancestral,Ancestral,0.0017529098303183284,#3288BD
25,87,Nextclade_pango,B.1.1.486,NA,0.0017529098303183284,#3288BD
25,87,P0.1,B.1.1.486,NA,0.0017529098303183284,#3288BD
25,87,P0.5,B.1.1,B.1.1,0.0017529098303183284,#3288BD
25,87,P1,B.1.1,B.1.1,0.0017529098303183284,#3288BD
25,87,P5,B.1.1,B.1.1,0.0017529098303183284,#3288BD
34,88,clade_who,Ancestral,Ancestral,0.0023839573692329267,#3288BD
34,88,Nextclade_pango,B.1.1.519,NA,0.0023839573692329267,#3288BD
34,88,P0.1,B.1.1.519,NA,0.0023839573692329267,#3288BD
34,88,P0.5,B.1.1,B.1.1,0.0023839573692329267,#3288BD
34,88,P1,B.1.1,B.1.1,0.0023839573692329267,#3288BD
34,88,P5,B.1.1,B.1.1,0.0023839573692329267,#3288BD
11,89,clade_who,Ancestral,Ancestral,7.712803253400645e-4,#3288BD
11,89,Nextclade_pango,B.1.177,NA,7.712803253400645e-4,#3288BD
11,89,P0.1,B.1.177,NA,7.712803253400645e-4,#3288BD
11,89,P0.5,B.1,B.1,7.712803253400645e-4,#3288BD
11,89,P1,B.1,B.1,7.712803253400645e-4,#3288BD
11,89,P5,B.1,B.1,7.712803253400645e-4,#3288BD
2,90,clade_who,Ancestral,Ancestral,1.4023278642546626e-4,#3288BD
2,90,Nextclade_pango,B.1.177.86,NA,1.4023278642546626e-4,#3288BD
2,90,P0.1,B.1.177,NA,1.4023278642546626e-4,#3288BD
2,90,P0.5,B.1,B.1,1.4023278642546626e-4,#3288BD
2,90,P1,B.1,B.1,1.4023278642546626e-4,#3288BD
2,90,P5,B.1,B.1,1.4023278642546626e-4,#3288BD
2,91,clade_who,Ancestral,Ancestral,1.4023278642546626e-4,#3288BD
2,91,Nextclade_pango,W.1,NA,1.4023278642546626e-4,#3288BD
2,91,P0.1,B.1.177,NA,1.4023278642546626e-4,#3288BD
2,91,P0.5,B.1,B.1,1.4023278642546626e-4,#3288BD
2,91,P1,B.1,B.1,1.4023278642546626e-4,#3288BD
2,91,P5,B.1,B.1,1.4023278642546626e-4,#3288BD
297,92,clade_who,Ancestral,Ancestral,0.020824568784181742,#3288BD
297,92,Nextclade_pango,B.1.2,NA,0.020824568784181742,#3288BD
297,92,P0.1,B.1.2,NA,0.020824568784181742,#3288BD
297,92,P0.5,B.1.2,B.1.2,0.020824568784181742,#3288BD
297,92,P1,B.1.2,B.1.2,0.020824568784181742,#3288BD
297,92,P5,B.1,B.1,0.020824568784181742,#3288BD
26,93,clade_who,Ancestral,Ancestral,0.0018230262235310617,#3288BD
26,93,Nextclade_pango,B.1.234,NA,0.0018230262235310617,#3288BD
26,93,P0.1,B.1.234,NA,0.0018230262235310617,#3288BD
26,93,P0.5,B.1,B.1,0.0018230262235310617,#3288BD
26,93,P1,B.1,B.1,0.0018230262235310617,#3288BD
26,93,P5,B.1,B.1,0.0018230262235310617,#3288BD
42,94,clade_who,Ancestral,Ancestral,0.002944888514934792,#3288BD
42,94,Nextclade_pango,B.1.240,NA,0.002944888514934792,#3288BD
42,94,P0.1,B.1.240,NA,0.002944888514934792,#3288BD
42,94,P0.5,B.1,B.1,0.002944888514934792,#3288BD
42,94,P1,B.1,B.1,0.002944888514934792,#3288BD
42,94,P5,B.1,B.1,0.002944888514934792,#3288BD
118,95,clade_who,Ancestral,Ancestral,0.00827373439910251,#3288BD
118,95,Nextclade_pango,B.1.243,NA,0.00827373439910251,#3288BD
118,95,P0.1,B.1.243,NA,0.00827373439910251,#3288BD
118,95,P0.5,B.1.243,B.1.243,0.00827373439910251,#3288BD
118,95,P1,B.1,B.1,0.00827373439910251,#3288BD
118,95,P5,B.1,B.1,0.00827373439910251,#3288BD
23,96,clade_who,Ancestral,Ancestral,0.001612677043892862,#3288BD
23,96,Nextclade_pango,B.1.319,NA,0.001612677043892862,#3288BD
23,96,P0.1,B.1.319,NA,0.001612677043892862,#3288BD
23,96,P0.5,B.1,B.1,0.001612677043892862,#3288BD
23,96,P1,B.1,B.1,0.001612677043892862,#3288BD
23,96,P5,B.1,B.1,0.001612677043892862,#3288BD
27,97,clade_who,Ancestral,Ancestral,0.0018931426167437947,#3288BD
27,97,Nextclade_pango,B.1.336,NA,0.0018931426167437947,#3288BD
27,97,P0.1,B.1.336,NA,0.0018931426167437947,#3288BD
27,97,P0.5,B.1,B.1,0.0018931426167437947,#3288BD
27,97,P1,B.1,B.1,0.0018931426167437947,#3288BD
27,97,P5,B.1,B.1,0.0018931426167437947,#3288BD
72,98,clade_who,Ancestral,Ancestral,0.005048380311316786,#3288BD
72,98,Nextclade_pango,B.1.409,NA,0.005048380311316786,#3288BD
72,98,P0.1,B.1.409,NA,0.005048380311316786,#3288BD
72,98,P0.5,B.1,B.1,0.005048380311316786,#3288BD
72,98,P1,B.1,B.1,0.005048380311316786,#3288BD
72,98,P5,B.1,B.1,0.005048380311316786,#3288BD
32,99,clade_who,Ancestral,Ancestral,0.00224372458280746,#3288BD
32,99,Nextclade_pango,B.1.509,NA,0.00224372458280746,#3288BD
32,99,P0.1,B.1.509,NA,0.00224372458280746,#3288BD
32,99,P0.5,B.1,B.1,0.00224372458280746,#3288BD
32,99,P1,B.1,B.1,0.00224372458280746,#3288BD
32,99,P5,B.1,B.1,0.00224372458280746,#3288BD
42,100,clade_who,Ancestral,Ancestral,0.002944888514934792,#3288BD
42,100,Nextclade_pango,B.1.517,NA,0.002944888514934792,#3288BD
42,100,P0.1,B.1.517,NA,0.002944888514934792,#3288BD
42,100,P0.5,B.1,B.1,0.002944888514934792,#3288BD
42,100,P1,B.1,B.1,0.002944888514934792,#3288BD
42,100,P5,B.1,B.1,0.002944888514934792,#3288BD
93,101,clade_who,Ancestral,Ancestral,0.006520824568784182,#3288BD
93,101,Nextclade_pango,B.1.575,NA,0.006520824568784182,#3288BD
93,101,P0.1,B.1.575,NA,0.006520824568784182,#3288BD
93,101,P0.5,B.1.575,B.1.575,0.006520824568784182,#3288BD
93,101,P1,B.1,B.1,0.006520824568784182,#3288BD
93,101,P5,B.1,B.1,0.006520824568784182,#3288BD
52,102,clade_who,Ancestral,Ancestral,0.0036460524470621233,#3288BD
52,102,Nextclade_pango,B.1.588,NA,0.0036460524470621233,#3288BD
52,102,P0.1,B.1.588,NA,0.0036460524470621233,#3288BD
52,102,P0.5,B.1,B.1,0.0036460524470621233,#3288BD
52,102,P1,B.1,B.1,0.0036460524470621233,#3288BD
52,102,P5,B.1,B.1,0.0036460524470621233,#3288BD
38,103,clade_who,Ancestral,Ancestral,0.0026644229420838593,#3288BD
38,103,Nextclade_pango,B.1.623,NA,0.0026644229420838593,#3288BD
38,103,P0.1,B.1.623,NA,0.0026644229420838593,#3288BD
38,103,P0.5,B.1,B.1,0.0026644229420838593,#3288BD
38,103,P1,B.1,B.1,0.0026644229420838593,#3288BD
38,103,P5,B.1,B.1,0.0026644229420838593,#3288BD
238,104,clade_who,Ancestral,Ancestral,0.016687701584630486,#3288BD
238,104,Nextclade_pango,B.1.637,NA,0.016687701584630486,#3288BD
238,104,P0.1,B.1.637,NA,0.016687701584630486,#3288BD
238,104,P0.5,B.1.637,B.1.637,0.016687701584630486,#3288BD
238,104,P1,B.1.637,B.1.637,0.016687701584630486,#3288BD
238,104,P5,B.1,B.1,0.016687701584630486,#3288BD
19,105,clade_who,Ancestral,Ancestral,0.0013322114710419297,#3288BD
19,105,Nextclade_pango,R.1,NA,0.0013322114710419297,#3288BD
19,105,P0.1,R.1,NA,0.0013322114710419297,#3288BD
19,105,P0.5,B.1.1,B.1.1,0.0013322114710419297,#3288BD
19,105,P1,B.1.1,B.1.1,0.0013322114710419297,#3288BD
19,105,P5,B.1.1,B.1.1,0.0013322114710419297,#3288BD
622,106,clade_who,Alpha,Alpha,0.043612396578320015,#57B2AB
622,106,Nextclade_pango,B.1.1.7,NA,0.043612396578320015,#57B2AB
622,106,P0.1,B.1.1.7,NA,0.043612396578320015,#57B2AB
622,106,P0.5,B.1.1.7,B.1.1.7,0.043612396578320015,#57B2AB
622,106,P1,B.1.1.7,B.1.1.7,0.043612396578320015,#57B2AB
622,106,P5,B.1.1.7,B.1.1.7,0.043612396578320015,#57B2AB
1,107,clade_who,Alpha,Alpha,7.011639321273313e-5,#57B2AB
1,107,Nextclade_pango,Q.1,NA,7.011639321273313e-5,#57B2AB
1,107,P0.1,B.1.1.7,NA,7.011639321273313e-5,#57B2AB
1,107,P0.5,B.1.1.7,B.1.1.7,7.011639321273313e-5,#57B2AB
1,107,P1,B.1.1.7,B.1.1.7,7.011639321273313e-5,#57B2AB
1,107,P5,B.1.1.7,B.1.1.7,7.011639321273313e-5,#57B2AB
7,108,clade_who,Beta,Beta,4.90814752489132e-4,#85CEA4
7,108,Nextclade_pango,B.1.351,NA,4.90814752489132e-4,#85CEA4
7,108,P0.1,B.1.351,NA,4.90814752489132e-4,#85CEA4
7,108,P0.5,B.1.351,B.1.351,4.90814752489132e-4,#85CEA4
7,108,P1,B.1.351,B.1.351,4.90814752489132e-4,#85CEA4
7,108,P5,B.1.351,B.1.351,4.90814752489132e-4,#85CEA4
3,109,clade_who,Beta,Beta,2.1034917963819942e-4,#85CEA4
3,109,Nextclade_pango,B.1.351.3,NA,2.1034917963819942e-4,#85CEA4
3,109,P0.1,B.1.351,NA,2.1034917963819942e-4,#85CEA4
3,109,P0.5,B.1.351,B.1.351,2.1034917963819942e-4,#85CEA4
3,109,P1,B.1.351,B.1.351,2.1034917963819942e-4,#85CEA4
3,109,P5,B.1.351,B.1.351,2.1034917963819942e-4,#85CEA4
71,110,clade_who,Gamma,Gamma,0.004978263918104053,#B5E1A1
71,110,Nextclade_pango,P.1,NA,0.004978263918104053,#B5E1A1
71,110,P0.1,P.1,NA,0.004978263918104053,#B5E1A1
71,110,P0.5,P.1,P.1,0.004978263918104053,#B5E1A1
71,110,P1,P.1,P.1,0.004978263918104053,#B5E1A1
71,110,P5,P.1,P.1,0.004978263918104053,#B5E1A1
3,111,clade_who,Gamma,Gamma,2.1034917963819942e-4,#B5E1A1
3,111,Nextclade_pango,P.1.10,NA,2.1034917963819942e-4,#B5E1A1
3,111,P0.1,P.1,NA,2.1034917963819942e-4,#B5E1A1
3,111,P0.5,P.1,P.1,2.1034917963819942e-4,#B5E1A1
3,111,P1,P.1,P.1,2.1034917963819942e-4,#B5E1A1
3,111,P5,P.1,P.1,2.1034917963819942e-4,#B5E1A1
5,112,clade_who,Gamma,Gamma,3.505819660636657e-4,#B5E1A1
5,112,Nextclade_pango,P.1.10.1,NA,3.505819660636657e-4,#B5E1A1
5,112,P0.1,P.1,NA,3.505819660636657e-4,#B5E1A1
5,112,P0.5,P.1,P.1,3.505819660636657e-4,#B5E1A1
5,112,P1,P.1,P.1,3.505819660636657e-4,#B5E1A1
5,112,P5,P.1,P.1,3.505819660636657e-4,#B5E1A1
3,113,clade_who,Gamma,Gamma,2.1034917963819942e-4,#B5E1A1
3,113,Nextclade_pango,P.1.13,NA,2.1034917963819942e-4,#B5E1A1
3,113,P0.1,P.1,NA,2.1034917963819942e-4,#B5E1A1
3,113,P0.5,P.1,P.1,2.1034917963819942e-4,#B5E1A1
3,113,P1,P.1,P.1,2.1034917963819942e-4,#B5E1A1
3,113,P5,P.1,P.1,2.1034917963819942e-4,#B5E1A1
1,114,clade_who,Gamma,Gamma,7.011639321273313e-5,#B5E1A1
1,114,Nextclade_pango,P.1.17,NA,7.011639321273313e-5,#B5E1A1
1,114,P0.1,P.1,NA,7.011639321273313e-5,#B5E1A1
1,114,P0.5,P.1,P.1,7.011639321273313e-5,#B5E1A1
1,114,P1,P.1,P.1,7.011639321273313e-5,#B5E1A1
1,114,P5,P.1,P.1,7.011639321273313e-5,#B5E1A1
50,115,clade_who,Delta,Delta,0.003505819660636657,#E0F299
50,115,Nextclade_pango,AY.100,NA,0.003505819660636657,#E0F299
50,115,P0.1,AY.100,NA,0.003505819660636657,#E0F299
50,115,P0.5,B.1.617.2,B.1.617.2,0.003505819660636657,#E0F299
50,115,P1,B.1.617.2,B.1.617.2,0.003505819660636657,#E0F299
50,115,P5,B.1.617.2,B.1.617.2,0.003505819660636657,#E0F299
594,116,clade_who,Delta,Delta,0.041649137568363484,#E0F299
594,116,Nextclade_pango,AY.103,NA,0.041649137568363484,#E0F299
594,116,P0.1,AY.103,NA,0.041649137568363484,#E0F299
594,116,P0.5,AY.103,AY.103,0.041649137568363484,#E0F299
594,116,P1,AY.103,AY.103,0.041649137568363484,#E0F299
594,116,P5,B.1.617.2,B.1.617.2,0.041649137568363484,#E0F299
23,117,clade_who,Delta,Delta,0.001612677043892862,#E0F299
23,117,Nextclade_pango,AY.113,NA,0.001612677043892862,#E0F299
23,117,P0.1,AY.113,NA,0.001612677043892862,#E0F299
23,117,P0.5,B.1.617.2,B.1.617.2,0.001612677043892862,#E0F299
23,117,P1,B.1.617.2,B.1.617.2,0.001612677043892862,#E0F299
23,117,P5,B.1.617.2,B.1.617.2,0.001612677043892862,#E0F299
32,118,clade_who,Delta,Delta,0.00224372458280746,#E0F299
32,118,Nextclade_pango,AY.118,NA,0.00224372458280746,#E0F299
32,118,P0.1,AY.118,NA,0.00224372458280746,#E0F299
32,118,P0.5,B.1.617.2,B.1.617.2,0.00224372458280746,#E0F299
32,118,P1,B.1.617.2,B.1.617.2,0.00224372458280746,#E0F299
32,118,P5,B.1.617.2,B.1.617.2,0.00224372458280746,#E0F299
50,119,clade_who,Delta,Delta,0.003505819660636657,#E0F299
50,119,Nextclade_pango,AY.119,NA,0.003505819660636657,#E0F299
50,119,P0.1,AY.119,NA,0.003505819660636657,#E0F299
50,119,P0.5,B.1.617.2,B.1.617.2,0.003505819660636657,#E0F299
50,119,P1,B.1.617.2,B.1.617.2,0.003505819660636657,#E0F299
50,119,P5,B.1.617.2,B.1.617.2,0.003505819660636657,#E0F299
22,120,clade_who,Delta,Delta,0.001542560650680129,#E0F299
22,120,Nextclade_pango,AY.119.2,NA,0.001542560650680129,#E0F299
22,120,P0.1,AY.119.2,NA,0.001542560650680129,#E0F299
22,120,P0.5,B.1.617.2,B.1.617.2,0.001542560650680129,#E0F299
22,120,P1,B.1.617.2,B.1.617.2,0.001542560650680129,#E0F299
22,120,P5,B.1.617.2,B.1.617.2,0.001542560650680129,#E0F299
30,121,clade_who,Delta,Delta,0.002103491796381994,#E0F299
30,121,Nextclade_pango,AY.121,NA,0.002103491796381994,#E0F299
30,121,P0.1,AY.121,NA,0.002103491796381994,#E0F299
30,121,P0.5,B.1.617.2,B.1.617.2,0.002103491796381994,#E0F299
30,121,P1,B.1.617.2,B.1.617.2,0.002103491796381994,#E0F299
30,121,P5,B.1.617.2,B.1.617.2,0.002103491796381994,#E0F299
93,122,clade_who,Delta,Delta,0.006520824568784182,#E0F299
93,122,Nextclade_pango,AY.122,NA,0.006520824568784182,#E0F299
93,122,P0.1,AY.122,NA,0.006520824568784182,#E0F299
93,122,P0.5,AY.122,AY.122,0.006520824568784182,#E0F299
93,122,P1,B.1.617.2,B.1.617.2,0.006520824568784182,#E0F299
93,122,P5,B.1.617.2,B.1.617.2,0.006520824568784182,#E0F299
10,123,clade_who,Delta,Delta,7.011639321273314e-4,#E0F299
10,123,Nextclade_pango,AY.122.1,NA,7.011639321273314e-4,#E0F299
10,123,P0.1,AY.122,NA,7.011639321273314e-4,#E0F299
10,123,P0.5,AY.122,AY.122,7.011639321273314e-4,#E0F299
10,123,P1,B.1.617.2,B.1.617.2,7.011639321273314e-4,#E0F299
10,123,P5,B.1.617.2,B.1.617.2,7.011639321273314e-4,#E0F299
7,124,clade_who,Delta,Delta,4.90814752489132e-4,#E0F299
7,124,Nextclade_pango,AY.122.3,NA,4.90814752489132e-4,#E0F299
7,124,P0.1,AY.122,NA,4.90814752489132e-4,#E0F299
7,124,P0.5,AY.122,AY.122,4.90814752489132e-4,#E0F299
7,124,P1,B.1.617.2,B.1.617.2,4.90814752489132e-4,#E0F299
7,124,P5,B.1.617.2,B.1.617.2,4.90814752489132e-4,#E0F299
50,125,clade_who,Delta,Delta,0.003505819660636657,#E0F299
50,125,Nextclade_pango,AY.14,NA,0.003505819660636657,#E0F299
50,125,P0.1,AY.14,NA,0.003505819660636657,#E0F299
50,125,P0.5,B.1.617.2,B.1.617.2,0.003505819660636657,#E0F299
50,125,P1,B.1.617.2,B.1.617.2,0.003505819660636657,#E0F299
50,125,P5,B.1.617.2,B.1.617.2,0.003505819660636657,#E0F299
38,126,clade_who,Delta,Delta,0.0026644229420838593,#E0F299
38,126,Nextclade_pango,AY.20,NA,0.0026644229420838593,#E0F299
38,126,P0.1,AY.20,NA,0.0026644229420838593,#E0F299
38,126,P0.5,B.1.617.2,B.1.617.2,0.0026644229420838593,#E0F299
38,126,P1,B.1.617.2,B.1.617.2,0.0026644229420838593,#E0F299
38,126,P5,B.1.617.2,B.1.617.2,0.0026644229420838593,#E0F299
1,127,clade_who,Delta,Delta,7.011639321273313e-5,#E0F299
1,127,Nextclade_pango,AY.20.1,NA,7.011639321273313e-5,#E0F299
1,127,P0.1,AY.20,NA,7.011639321273313e-5,#E0F299
1,127,P0.5,B.1.617.2,B.1.617.2,7.011639321273313e-5,#E0F299
1,127,P1,B.1.617.2,B.1.617.2,7.011639321273313e-5,#E0F299
1,127,P5,B.1.617.2,B.1.617.2,7.011639321273313e-5,#E0F299
141,128,clade_who,Delta,Delta,0.009886411442995372,#E0F299
141,128,Nextclade_pango,AY.25,NA,0.009886411442995372,#E0F299
141,128,P0.1,AY.25,NA,0.009886411442995372,#E0F299
141,128,P0.5,AY.25,AY.25,0.009886411442995372,#E0F299
141,128,P1,B.1.617.2,B.1.617.2,0.009886411442995372,#E0F299
141,128,P5,B.1.617.2,B.1.617.2,0.009886411442995372,#E0F299
156,129,clade_who,Delta,Delta,0.01093815734118637,#E0F299
156,129,Nextclade_pango,AY.25.1,NA,0.01093815734118637,#E0F299
156,129,P0.1,AY.25.1,NA,0.01093815734118637,#E0F299
156,129,P0.5,AY.25.1,AY.25.1,0.01093815734118637,#E0F299
156,129,P1,AY.25.1,AY.25.1,0.01093815734118637,#E0F299
156,129,P5,B.1.617.2,B.1.617.2,0.01093815734118637,#E0F299
258,130,clade_who,Delta,Delta,0.01809002944888515,#E0F299
258,130,Nextclade_pango,AY.3,NA,0.01809002944888515,#E0F299
258,130,P0.1,AY.3,NA,0.01809002944888515,#E0F299
258,130,P0.5,AY.3,AY.3,0.01809002944888515,#E0F299
258,130,P1,AY.3,AY.3,0.01809002944888515,#E0F299
258,130,P5,B.1.617.2,B.1.617.2,0.01809002944888515,#E0F299
11,131,clade_who,Delta,Delta,7.712803253400645e-4,#E0F299
11,131,Nextclade_pango,AY.3.1,NA,7.712803253400645e-4,#E0F299
