ASSEMBLY_RUN,SAMPLE_NAME,ct_modified,Prefilt_reads,set,ASSEMBLY_QUALITY
FAR95173_01,PV52377,NA,6073,ALL,Passed
FAR82641_01,PV52382,NA,395,ALL,Passed
FAR82641_01,PV52383,NA,357,ALL,Passed
FAR82641_01,PV52384,NA,2523,ALL,Passed
FAR82641_01,PV54152,23.472360225,12487,BM,Passed
FAR95173_01,PV54153,21.45261027,2817,BM,Passed
FAR82641_01,PV54154,35.557025115,437,ALL,Passed
FAR82641_01,PV54155,24.96801795,17173,ALL,Passed
FAR82641_01,PV54156,34.2589884,432,ALL,Passed
FAR82641_01,PV54157,32.35672233,394,ALL,Passed
FAR82641_01,PV54158,21.70092451,28990,BM,Passed
FAR82641_01,PV54159,NA,49132,BM,Passed
FAR82641_01,PV54160,37.85397859,349,ALL,Passed
FAR82641_01,PV54161,19.957511840000002,20504,BM,Passed
FAR82641_01,PV54162,37.27235711,442,ALL,Passed
FAR82641_01,PV54163,NA,47122,BM,Passed
FAR82641_01,PV54164,35.750243069999996,1011,ALL,Passed
FAR82641_01,PV54165,34.676362245,1249,ALL,Passed
FAR82641_01,PV54166,26.984321155,355,BM,Passed
FAR82641_01,PV54167,38.048677795,382,ALL,Passed
FAT56064_01,PV59909,NA,473,BM,Passed
FAS06198_01,PV66019,17.977486125,364,BM,Passed
FAS06198_01,PV66032,22.895625645000003,5901,BM,Passed
FAS06198_01,PV66040,27.539468465,124,BM,Failed
FAS06198_01,PV66056,21.00780696,560,BM,Passed
FAS06198_01,PV66173,23.927482325,313,ALL,Passed
FAS06198_01,PV66177,21.739748115,270,BM,Passed
FAS06198_01,PV66180,17.341493165,106,BM,Failed
FAS06198_01,PV66198,27.676186895,282,BM,Passed
FAS06198_01,PV66208,20.27430155,949,BM,Passed
FAS06198_01,PV66214,20,821,BM,Passed
FAS06198_01,PV66228,18.434130275,147,BM,Failed
FAS06198_01,PV66238,17.87277447,1326,BM,Passed
FAS06198_01,PV66257,21.59536249,1383,ALL,Passed
FAS06198_01,PV66264,17.93978984,371,BM,Passed
FAS06198_01,PV66267,15.6,601,BM,Passed
FAS06198_01,PV66274,19.115414555,342,BM,Passed
FAS06198_01,PV66291,26.404291235,446,BM,Passed
FAT56032_01,PV66688,21.8432306,NA,ALL,Passed
FAR82270_01,PV67882,22.730991395,2199,BM,Passed
FAS02599_01,PV68478,21.4,3871,BM,Passed
FAS02599_01,PV68612,17.24436459,5851,BM,Passed
FAS02599_01,PV68613,16.2166566,201,BM,Passed
FAS02599_01,PV68614,21.435499919999998,258,BM,Passed
FAS02599_01,PV68618,23.236784110000002,200,BM,Passed
FAS02599_01,PV68626,23.92747408,208,BM,Passed
FAS02599_01,PV68630,27.886017234999997,207,BM,Passed
FAS02599_01,PV68636,27.057152475,325,BM,Passed
FAS02599_01,PV68637,23.15991932,222,BM,Passed
FAS02599_01,PV68646,17.688098834999998,114,BM,Failed
FAS02599_01,PV68651,28.1,119,BM,Failed
FAS02599_01,PV68655,22.71564256,249,BM,Passed
FAS02599_01,PV68656,16.362284825,307,BM,Passed
FAS02599_01,PV68657,19.264936194999997,5316,BM,Passed
FAS02599_01,PV68659,19.100162595,330,BM,Passed
FAS02599_01,PV68662,21.48955332,335,BM,Passed
FAS02599_01,PV68673,16.717810479999997,141,BM,Failed
FAS02599_01,PV68675,15.60575224,357,BM,Passed
FAS02599_01,PV68677,27.520014654999997,440,BM,Passed
FAS02599_01,PV68683,18.826747645,607,BM,Passed
FAS02599_01,PV68688,28.386998155,2242,BM,Passed
FAS02599_01,PV68689,14.88601028,7706,BM,Passed
FAS02599_01,PV68692,20.177903020000002,637,BM,Failed
FAS02599_01,PV68693,27.623919270000002,5279,BM,Passed
FAS02599_01,PV68697,19.244687274999997,96,BM,Failed
FAS02599_01,PV68705,29.05778144,625,BM,Passed
FAS02599_01,PV68707,21.32260822,615,BM,Passed
FAS02599_01,PV68708,21.377225629999998,135,BM,Failed
FAS02599_01,PV68710,29.119020365,2044,BM,Passed
FAS02599_01,PV68713,29.222740455,112,BM,Failed
FAS02599_01,PV68714,23.03046918,3204,BM,Passed
FAS02599_01,PV68717,20.723816364999998,168,BM,Passed
FAS02599_01,PV68723,24.179380725,1069,ALL,Passed
FAS02599_01,PV68725,23.415688645,105,BM,Failed
FAS02599_01,PV68728,22.736226015,112,BM,Failed
FAS02599_01,PV68733,13.930953800000001,391,BM,Passed
FAS02599_01,PV68746,19.073068375,166,BM,Failed
FAS02599_01,PV68753,20.271421675,327,BM,Passed
FAS02599_01,PV68755,29.051987625000002,100,BM,Failed
FAS02599_01,PV68769,23.588499329999998,442,BM,Passed
FAS02599_01,PV68770,21.888668005,308,BM,Passed
FAS02599_01,PV68775,18.77584313,551,BM,Passed
FAS02599_01,PV68780,18.32789082,226,BM,Passed
FAS02599_01,PV68785,20.1,5098,BM,Passed
FAS02599_01,PV68792,19.8,1144,BM,Passed
FAS02599_01,PV68818,27.3,91,BM,Failed
FAS02599_01,PV68821,22.4,13755,BM,Passed
FAS09476_01,PV69152,23.1,NA,BM,Passed
FAS09476_01,PV70280,30.5796,NA,BM,Passed
FAT56064_01,PV71912,21.8,2507,BM,Passed
FAT56064_01,PV71914,16.2,9247,BM,Passed
FAT56064_01,PV71917,21.3,4501,BM,Passed
FAT56064_01,PV71918,23.1,3382,BM,Passed
FAT56064_01,PV71920,24.2,1220,BM,Passed
FAT56064_01,PV71921,15.2,15043,ALL,Passed
FAT56032_01,PV72949,18.3,NA,BM,Passed
FAT56032_01,PV73078,16.966269815,NA,ALL,Failed
FAT56032_01,PV73151,17.74641282,NA,BM,Passed
FAT56276_01,PV74373,19.03720968,11677,ALL,Passed
FAT56276_01,PV74389,20.438640305,115,ALL,Failed
FAT56276_01,PV74393,20.4,161,ALL,Failed
FAT56276_01,PV74394,16.4,5889,ALL,Passed
FAT56276_01,PV74401,21.536544069999998,2708,ALL,Passed
FAT56276_01,PV74403,22.11209479,263,ALL,Failed
FAT56276_01,PV74407,20.02000622,979,BM,Passed
FAT56276_01,PV74411,19.313108569999997,586,ALL,Passed
FAT56276_01,PV74414,18.759587590000002,1374,ALL,Passed
FAT56276_01,PV74415,24.256751385,122,ALL,Failed
FAT56276_01,PV74427,25.3,515,ALL,Passed
FAT56276_01,PV74429,24.2,198,ALL,Passed
FAT56276_01,PV74431,13.8,191,ALL,Passed
FAT56276_01,PV74432,22.5,135,ALL,Failed
FAT56276_01,PV74433,24.274557905,2750,ALL,Passed
FAT56276_01,PV74437,20.810703005,125,ALL,Failed
FAT56276_01,PV74438,19.72103656,7458,ALL,Passed
FAT56276_01,PV74440,19.563635035,127,ALL,Failed
FAT56276_01,PV74444,21.43034721,1570,ALL,Passed
FAT56276_01,PV74446,22.16186032,244,ALL,Passed
FAT61841_01,PV74520,25.1693648,156,BM,Failed
FAT61841_01,PV74523,23.4647443,617,BM,Passed
FAT61841_01,PV74525,21.5,86,BM,Failed
FAT61841_01,PV74526,16.1,1762,BM,Passed
FAT61841_01,PV74532,18.7,1629,BM,Passed
FAT61841_01,PV74553,20.33725678,1960,BM,Passed
FAT61841_01,PV74554,18.779104545000003,1136,BM,Passed
FAT61841_01,PV74555,22.17976132,621,BM,Passed
FAT61841_01,PV74558,14.4,3454,BM,Passed
FAT61841_01,PV74613,20.9,823,BM,Passed
FAT61841_01,PV74647,17.99234828,3611,BM,Passed
FAT61841_01,PV74651,17.31918211,1039,BM,Passed
FAT61841_01,PV74657,22.7,197,BM,Passed
FAT61841_01,PV74660,19.99106039,564,BM,Passed
FAT61841_01,PV74668,17.9,157,BM,Passed
FAT61841_01,PV74672,17.62257928,730,BM,Passed
FAT61841_01,PV74674,18.557503715,396,ALL,Passed
FAT61841_01,PV74676,22.5,238,BM,Passed
FAT61841_01,PV74682,17.104351985,4146,BM,Passed
FAT61841_01,PV74685,16.574031095000002,5388,BM,Passed
FAT61841_01,PV74688,20.836756,2807,BM,Passed
FAT61841_01,PV74690,20.23182165,1944,ALL,Passed
FAT61841_01,PV74707,19.36571808,2147,BM,Passed
FAT61841_01,PV74710,22.93308953,347,BM,Passed
FAT61841_01,PV74711,20.2,2011,BM,Passed
FAT61841_01,PV74713,19.499881375,1413,BM,Passed
FAT61841_01,PV74715,24.2,338,BM,Passed
FAT61841_01,PV74716,22.9,292,BM,Passed
FAT61841_01,PV74717,25.09583028,183,BM,Passed
FAT61841_01,PV74722,22.9,460,BM,Passed
FAT61841_01,PV74724,18.80366841,2543,BM,Passed
FAT61841_01,PV74729,23.73132361,559,BM,Passed
FAT61841_01,PV74730,16.722168314999998,5459,BM,Passed
FAT61841_01,PV74732,16.814334675,3398,BM,Passed
FAT61841_01,PV74740,22.294105965,1537,BM,Passed
FAT61841_01,PV74744,23.953375325,255,BM,Passed
FAT61841_01,PV74746,14.29469149,5676,BM,Passed
FAT61841_01,PV74748,17.688790835,4074,BM,Passed
FAT61841_01,PV74751,19.5734992,822,BM,Passed
FAT61841_01,PV74758,26.827975780000003,157,BM,Passed
FAT61841_01,PV74759,18.123468885,2975,BM,Passed
FAT61841_01,PV74760,21.66270978,1870,BM,Passed
FAT61841_01,PV74769,18.64282302,4415,BM,Passed
FAT61841_01,PV74778,26.91976747,167,BM,Passed
FAT61841_01,PV74781,23.98835043,106,BM,Failed
FAT61841_01,PV74782,21.604712165000002,859,BM,Passed
FAT61841_01,PV74784,18.374589874999998,3729,BM,Passed
FAT61841_01,PV74787,20.368679885,2693,BM,Passed
FAT61841_01,PV74791,21.54327265,2195,BM,Passed
FAT61841_01,PV74793,14.8,4784,BM,Passed
FAT61841_01,PV74795,25.292497745,98,BM,Failed
FAT61841_01,PV74799,19.347324659999998,2303,BM,Passed
FAT61841_01,PV74802,18.2,4972,BM,Passed
FAT61841_01,PV74803,20.351276464999998,2202,BM,Passed
FAT61841_01,PV74811,19.802284105,2895,BM,Passed
FAT61841_01,PV74817,19.8,1138,BM,Passed
FAT61841_01,PV74821,26.220946175,97,BM,Failed
FAT61841_01,PV74823,20.915982115,263,BM,Passed
FAT61841_01,PV74825,22.22032921,631,BM,Passed
FAT60376_01,PV75539,20.67544053,3721,ALL,Passed
FAT60376_01,PV75541,18.91220305,2470,ALL,Passed
FAT60376_01,PV75550,17.08385449,3661,ALL,Passed
FAT60376_01,PV75551,17.02004392,2350,ALL,Passed
FAT60376_01,PV75552,18.17933876,2205,ALL,Passed
FAT60376_01,PV75557,22.2,687,ALL,Passed
FAT60376_01,PV75558,17.6,4368,ALL,Passed
FAT60376_01,PV75559,18.114244085,1659,ALL,Passed
FAT60376_01,PV75562,19.653877735000002,3773,ALL,Passed
FAT60376_01,PV75568,18.484739140000002,3793,ALL,Passed
FAT60376_01,PV75569,22.02404267,869,ALL,Passed
FAT60376_01,PV75570,20.695973855,3613,ALL,Passed
FAT60376_01,PV75575,16.11576978,5291,ALL,Passed
FAT60376_01,PV75576,20.67058218,1374,BM,Passed
FAT60376_01,PV75582,19.75751433,2538,ALL,Passed
FAT60376_01,PV75586,20.279874409999998,1857,ALL,Passed
FAT60376_01,PV75587,16.6,4519,ALL,Passed
FAT60376_01,PV75589,18.62208407,3059,ALL,Passed
FAT60376_01,PV75592,18.5,4097,ALL,Passed
FAT60376_01,PV75594,21.924562625,755,ALL,Passed
FAT60376_01,PV75599,18.4,3612,ALL,Passed
FAT60376_01,PV75601,18.7,3143,ALL,Passed
FAT60376_01,PV75602,21.325393235,1652,ALL,Passed
FAT60376_01,PV75613,21.70435171,241,ALL,Passed
FAT60376_01,PV75615,18.79202908,6019,ALL,Passed
FAT60376_01,PV75618,18.101832905000002,1324,ALL,Passed
FAT60376_01,PV75627,21.340275990000002,1618,ALL,Passed
FAT60376_01,PV75629,18.211245405,3527,ALL,Passed
FAT60376_01,PV75631,20.915763060000003,2442,ALL,Passed
FAT60376_01,PV75632,21.18138672,1355,ALL,Passed
FAT60376_01,PV75634,17.642228629999998,5258,ALL,Passed
FAT60376_01,PV75639,22.33768624,1125,BM,Passed
FAT60376_01,PV75650,21.5,2013,ALL,Passed
FAT60376_01,PV75651,18.4,3010,ALL,Passed
FAT60376_01,PV75656,19.566487795,3664,ALL,Passed
FAT60376_01,PV75657,21.70006643,1926,ALL,Passed
FAT60376_01,PV75660,15.610484755,9507,ALL,Passed
FAT60376_01,PV75662,18.69264708,1934,ALL,Passed
FAT60376_01,PV75664,22.399320529999997,374,ALL,Passed
FAT60376_01,PV75666,19.749430805,2275,ALL,Passed
FAT60376_01,PV75667,20.74619205,3107,ALL,Passed
FAT60376_01,PV75668,18.50234297,4523,ALL,Passed
FAT60376_01,PV75669,19.78058215,2672,ALL,Passed
FAT60376_01,PV75671,22.690427030000002,356,ALL,Passed
FAT60376_01,PV75672,21.597149469999998,2330,ALL,Passed
FAT60376_01,PV75674,19.4,2219,ALL,Passed
FAT60376_01,PV75675,21.293113495,1031,ALL,Passed
FAT60376_01,PV75677,19.883411115,3817,ALL,Passed
FAT60376_01,PV75678,16.3,3646,ALL,Passed
FAT60376_01,PV75680,21.9,826,ALL,Passed
FAT60376_01,PV75687,21.80525046,2392,ALL,Passed
FAT60376_01,PV75689,20.410021540000002,2395,ALL,Passed
FAT60376_01,PV75690,16.850447225,4627,ALL,Passed
FAT60376_01,PV75694,18.9,2491,ALL,Passed
FAT60376_01,PV75695,22,682,ALL,Passed
FAT60376_01,PV75696,14.23669884,7793,BM,Passed
FAT60376_01,PV75697,22.53779275,736,ALL,Passed
FAT60376_01,PV75698,22.473305135,912,ALL,Passed
FAT60376_01,PV75701,20.45333677,1361,ALL,Passed
FAT60376_01,PV75702,20.481091915,2133,ALL,Passed
FAT60376_01,PV75704,20.994514235,1418,ALL,Passed
FAT60376_01,PV75706,21.184158495,3169,ALL,Passed
FAT60376_01,PV75707,17.28955364,4680,ALL,Passed
FAT60376_01,PV75711,17.067353445000002,7359,ALL,Passed
FAT60376_01,PV75716,17.273249235,116,ALL,Failed
FAT60376_01,PV75718,20.596364604999998,364,ALL,Passed
FAT60376_01,PV75727,17.21555661,5854,ALL,Passed
FAT60376_01,PV75729,17.314675165,4673,ALL,Passed
FAT60376_01,PV75732,21.066996690000003,1467,ALL,Passed
FAT60376_01,PV75733,21.967682789999998,871,BM,Passed
FAT60376_01,PV75741,18.475027845,4549,ALL,Passed
FAT60376_01,PV75745,16.16710721,6251,ALL,Passed
FAT60376_01,PV75747,21.6,494,ALL,Passed
FAT60376_01,PV75750,22.603754289999998,2126,ALL,Passed
FAT60376_01,PV75762,18.90027217,2808,ALL,Passed
FAT60376_01,PV75763,17.76212513,1694,ALL,Passed
FAT60376_01,PV75768,20.694578765000003,3193,ALL,Passed
FAT60376_01,PV75769,22.772144920000002,1722,ALL,Passed
FAT60376_01,PV75780,22.31394829,458,ALL,Passed
FAT60376_01,PV75782,21.99573599,4942,ALL,Passed
FAT60376_01,PV75785,15.213051239999999,4693,ALL,Passed
FAT60376_01,PV75786,17.77627592,2656,ALL,Passed
FAT60376_01,PV75789,18.7400533,6004,ALL,Passed
FAT60376_01,PV75792,19.503861145000002,2980,ALL,Passed
FAT60376_01,PV75793,21.900740995,1112,ALL,Passed
FAT60376_01,PV75797,20.95903801,2353,ALL,Passed
FAT60376_01,PV75805,16.40457377,9238,ALL,Passed
FAT60376_01,PV75808,16.284784185,6398,ALL,Passed
FAT60376_01,PV75810,13.56955558,6126,ALL,Passed
FAT60376_01,PV75813,19.885038115,2713,ALL,Passed
FAT60376_01,PV75814,20.164612425,432,ALL,Passed
FAT60376_01,PV75815,22.63802965,365,ALL,Passed
FAT55787_01,PV75823,21.36108669,9020,ALL,Failed
FAT55787_01,PV75828,22.891950355,1075,ALL,Passed
FAT55787_01,PV75829,22.535575065,941,ALL,Passed
FAT55787_01,PV75835,17.3,5301,ALL,Passed
FAT55787_01,PV75836,19.3,5275,ALL,Passed
FAT55787_01,PV75841,15.789547605,9165,ALL,Passed
FAT55787_01,PV75843,25.53884608,215,ALL,Passed
FAT55787_01,PV75844,19.592715025,3139,ALL,Passed
FAT55787_01,PV75848,24.932304145,501,ALL,Passed
FAT55787_01,PV75849,25.79476392,160,ALL,Passed
FAT55787_01,PV75852,25.42181757,120,ALL,Failed
FAT55787_01,PV75856,18.22337558,6463,ALL,Passed
FAT55787_01,PV75859,21.70681955,1304,ALL,Passed
FAT55787_01,PV75862,20.1,2524,ALL,Passed
FAT55787_01,PV75863,20.83535181,3314,ALL,Passed
FAT55787_01,PV75864,17.267743795,7813,ALL,Passed
FAT55787_01,PV75866,26.4,80,ALL,Failed
FAT55787_01,PV75867,19.75000523,4281,ALL,Passed
FAT55787_01,PV75868,18.11188286,5666,BM,Passed
FAT55787_01,PV75869,23.7,293,ALL,Passed
FAT55787_01,PV75870,19.8,2083,ALL,Passed
FAT55787_01,PV75873,24.273841745,622,ALL,Passed
FAT55787_01,PV75875,17.9,6996,ALL,Passed
FAT55787_01,PV75877,16.3,3477,ALL,Passed
FAT55787_01,PV75878,15,7020,ALL,Passed
FAT55787_01,PV75879,17.555600974999997,3991,ALL,Passed
FAT55787_01,PV75882,16.057827435,3518,ALL,Passed
FAT55787_01,PV75884,18.4,4670,ALL,Passed
FAT55787_01,PV75887,16.993009530000002,9110,ALL,Passed
FAT55787_01,PV75888,20.705017415,4511,ALL,Passed
FAT55787_01,PV75892,19.832137765,4295,ALL,Passed
FAT55787_01,PV75894,22.49713388,2142,ALL,Passed
FAT55787_01,PV75899,20.25043204,17399,ALL,Passed
FAT55787_01,PV75900,17.631182105,6390,ALL,Passed
FAT55787_01,PV75902,24.924568305,212,ALL,Passed
FAT55787_01,PV75904,23.032374490000002,992,ALL,Passed
FAT55787_01,PV75905,21.679216935,1558,ALL,Passed
FAT55787_01,PV75908,23.93194618,468,ALL,Passed
FAT55787_01,PV75911,20.351820529999998,2921,ALL,Passed
FAT55787_01,PV75913,24.98706658,196,ALL,Passed
FAT55787_01,PV75917,18.70397478,5743,ALL,Passed
FAT55787_01,PV75918,19.550816095000002,4250,ALL,Passed
FAT55787_01,PV75921,25.113974560000003,78,ALL,Failed
FAT55787_01,PV75923,18.99161799,2582,ALL,Passed
FAT55787_01,PV75924,22.705894055,610,ALL,Passed
FAT55787_01,PV75927,24,142,ALL,Passed
FAT55787_01,PV75929,21.211832649999998,3318,ALL,Passed
FAT55787_01,PV75930,22.2,548,ALL,Passed
FAT55787_01,PV75931,25.5,94,ALL,Failed
FAT55787_01,PV75943,26.2,83,ALL,Failed
FAT55787_01,PV75944,23.49647161,1364,ALL,Passed
FAT55787_01,PV75947,18.9535659,2963,ALL,Passed
FAT55787_01,PV75953,23.7,304,ALL,Passed
FAT55787_01,PV75956,15.6,111,ALL,Failed
FAT55787_01,PV75957,19.8,2304,ALL,Passed
FAT55787_01,PV75959,21.331885565,2228,ALL,Passed
FAT55787_01,PV75960,25.092861825,214,ALL,Passed
FAT55787_01,PV75961,20.25359075,2711,ALL,Passed
FAT55787_01,PV75964,20.17580866,894,ALL,Passed
FAT55787_01,PV75967,17.939358315,9114,ALL,Passed
FAT55787_01,PV75969,17.1,4373,ALL,Passed
FAT55787_01,PV75971,26.251446785,84,ALL,Failed
FAT55787_01,PV75975,22.77406911,296,ALL,Passed
FAT55787_01,PV75984,23.92668282,288,ALL,Passed
FAT55787_01,PV75985,14.63821832,6366,ALL,Passed
FAT55787_01,PV75988,22.088226935,2516,ALL,Passed
FAT55787_01,PV75990,18.859673020000002,4595,ALL,Passed
FAT55787_01,PV75991,23.39310813,402,ALL,Passed
FAT55787_01,PV75992,20.135360285,747,ALL,Passed
FAT55787_01,PV75996,24.013618835000003,242,ALL,Passed
FAT55787_01,PV75997,26.61258436,63,ALL,Failed
FAT55787_01,PV76100,21.144998655000002,3150,ALL,Passed
FAT55787_01,PV76102,22.13703702,2120,ALL,Passed
FAT55787_01,PV76103,19.175873255,2317,ALL,Passed
FAT55787_01,PV76104,22.43700243,710,ALL,Passed
FAT55787_01,PV76105,25.96778116,186,ALL,Passed
FAT55787_01,PV76106,20.44254933,2977,ALL,Passed
FAT55787_01,PV76107,25.758293525,154,ALL,Passed
FAT55787_01,PV76108,14.505739615,6126,ALL,Passed
FAT55787_01,PV76112,19.850519095,268,ALL,Passed
FAT56061_01,PV76114,20.98339778,3587,ALL,Passed
FAT56061_01,PV76115,14.76353555,10715,ALL,Passed
FAT56061_01,PV76119,13.7,12047,ALL,Passed
FAT56061_01,PV76120,21.154696215,4949,ALL,Passed
FAT56061_01,PV76123,22.607351995000002,647,ALL,Passed
FAT56061_01,PV76127,23.117991375000003,289,ALL,Passed
FAT56061_01,PV76128,19.893946885,6689,ALL,Passed
FAT56061_01,PV76130,23.689106185,487,ALL,Passed
FAT56061_01,PV76134,26.928418425,257,ALL,Passed
FAT56061_01,PV76135,22.43480699,1361,ALL,Passed
FAT56061_01,PV76136,22.5,1043,ALL,Passed
FAT56061_01,PV76137,18.87709976,4091,ALL,Passed
FAT56061_01,PV76138,25.95871289,133,ALL,Passed
FAT56061_01,PV76139,19.3,2465,ALL,Passed
FAT56061_01,PV76140,25.304415765,755,ALL,Passed
FAT56061_01,PV76141,24.621714859999997,425,ALL,Passed
FAT56061_01,PV76143,27.221896165,129,BM,Failed
FAT56061_01,PV76144,25.2,78,ALL,Failed
FAT56061_01,PV76154,13.6,11696,ALL,Passed
FAT56061_01,PV76155,21.754677515,5609,ALL,Passed
FAT56061_01,PV76158,21.896328515,2253,ALL,Passed
FAT56061_01,PV76163,21.99595578,2272,ALL,Passed
FAT56061_01,PV76166,18.309882755,10069,ALL,Passed
FAT56061_01,PV76168,24.23276143,4044,ALL,Passed
FAT56061_01,PV76170,21.426405459999998,2453,ALL,Passed
FAT56061_01,PV76171,17.83803764,7249,ALL,Passed
FAT56061_01,PV76172,21.223383185000003,2584,BM,Passed
FAT56061_01,PV76173,21.837504835,1154,BM,Passed
FAT56061_01,PV76175,26.891755279999998,244,ALL,Passed
FAT56061_01,PV76176,22.515,2015,ALL,Passed
FAT56061_01,PV76179,21.105051975000002,3641,ALL,Passed
FAT56061_01,PV76182,22.81210945,1094,ALL,Passed
FAT56061_01,PV76183,25.594853445,527,ALL,Passed
FAT56061_01,PV76184,12.727615895,18945,ALL,Passed
FAT56061_01,PV76185,19.035941625,8978,ALL,Passed
FAT56061_01,PV76188,26.231717395,1132,ALL,Passed
FAT56061_01,PV76191,20.70486377,6142,ALL,Passed
FAT56061_01,PV76192,21.952543025,6118,ALL,Passed
FAT56061_01,PV76194,21.75592638,2655,ALL,Passed
FAT56061_01,PV76198,25.195425695,529,ALL,Passed
FAT56061_01,PV76202,21.74867061,2354,ALL,Passed
FAT56061_01,PV76203,20.812573555,7459,ALL,Passed
FAT56061_01,PV76205,20.81676921,1038,ALL,Passed
FAT56061_01,PV76208,23.57706295,331,ALL,Passed
FAT56061_01,PV76215,21.7,1799,BM,Passed
FAT56061_01,PV76217,26.455986235,130,ALL,Failed
FAT56061_01,PV76219,26.958636480000003,97,ALL,Failed
FAT56061_01,PV76221,22.500237455,2705,ALL,Passed
FAT56061_01,PV76222,20.619691805000002,3665,ALL,Passed
FAT56061_01,PV76223,18.9573376,3129,BM,Passed
FAT56061_01,PV76225,16.49076703,10548,ALL,Passed
FAT56061_01,PV76227,16.4,12017,ALL,Passed
FAT56061_01,PV76230,17.144984365,6708,ALL,Passed
FAT56061_01,PV76234,20.176577535,4779,ALL,Passed
FAT56061_01,PV76238,18.654102254999998,6451,ALL,Passed
FAT56061_01,PV76239,21.17188177,2468,ALL,Passed
FAT56061_01,PV76243,22.792530290000002,747,ALL,Passed
FAT56061_01,PV76245,24.946241985,227,ALL,Passed
FAT56061_01,PV76246,20.661383075,4120,ALL,Passed
FAT56061_01,PV76247,26.458018199999998,131,ALL,Failed
FAT56061_01,PV76249,17.739567065000003,5795,BM,Passed
FAT56061_01,PV76252,19.36577917,4458,ALL,Passed
FAT56061_01,PV76253,21.831359485,5269,ALL,Passed
FAT56061_01,PV76254,18.22041385,5896,BM,Passed
FAT56061_01,PV76265,19.060704,7254,ALL,Passed
FAT56061_01,PV76267,16.634045620000002,11050,ALL,Passed
FAT56061_01,PV76269,27.494354725,99,ALL,Failed
FAT56061_01,PV76270,17.5925872,5944,ALL,Passed
FAT56061_01,PV76271,21.516140425,3162,ALL,Passed
FAT56061_01,PV76275,22.14758965,1002,ALL,Passed
FAT56061_01,PV76276,13.43044144,1217,ALL,Passed
FAT56061_01,PV76279,22.14341813,4136,ALL,Passed
FAT56061_01,PV76281,22.44334391,2982,ALL,Passed
FAT56061_01,PV76284,25.697439584999998,319,ALL,Passed
FAT56061_01,PV76285,20.570557100000002,2488,ALL,Passed
FAT56061_01,PV76286,23.40820054,943,ALL,Passed
FAT56061_01,PV76294,25.854231894999998,236,ALL,Passed
FAT56061_01,PV76295,20.325007075,2660,ALL,Passed
FAT56061_01,PV76300,24.241510805,179,ALL,Failed
FAT56061_01,PV76301,25.779867619999997,795,ALL,Passed
FAT57428_01,PV76305,26.786875725,176,ALL,Passed
FAT57428_01,PV76306,26.08904441,99,ALL,Failed
FAT57428_01,PV76307,16.541417430000003,11969,ALL,Passed
FAT57428_01,PV76308,27.72990229,4984,ALL,Failed
FAT57428_01,PV76309,27.89677117,956,ALL,Failed
FAT57428_01,PV76310,29.880030955000002,7310,ALL,Passed
FAT57428_01,PV76311,37.36,23514,ALL,Passed
FAT57428_01,PV76313,20.76959677,29194,ALL,Passed
FAT57428_01,PV76314,28.873996685,78,ALL,Failed
FAT57428_01,PV76315,20.13114867,24230,ALL,Passed
FAT57428_01,PV76318,29.677829770000002,8080,ALL,Passed
FAT57428_01,PV76319,21.984335185,25623,ALL,Passed
FAT57428_01,PV76320,23.89852181,26307,ALL,Passed
FAT57428_01,PV76321,23.7,1166,ALL,Passed
FAT57428_01,PV76323,16.943765265,49081,ALL,Passed
FAT57428_01,PV76326,22.92110708,6801,ALL,Passed
FAT57428_01,PV76327,19.440218095,29203,ALL,Passed
FAT57428_01,PV76328,24.651442805000002,1111,ALL,Passed
FAT57428_01,PV76329,24.289408074999997,1055,ALL,Passed
FAT57428_01,PV76331,25.21997828,680,ALL,Passed
FAT57428_01,PV76333,20.935407320000003,13041,ALL,Passed
FAT57428_01,PV76336,27.78615858,130,ALL,Failed
FAT57428_01,PV76339,17.146140789999997,34353,ALL,Passed
FAT57428_01,PV76342,19.660660175,15124,ALL,Passed
FAT57428_01,PV76346,19.619058105,29036,ALL,Passed
FAT57428_01,PV76347,20.31073351,19562,ALL,Passed
FAT57428_01,PV76348,23.780643925,3614,ALL,Passed
FAT57428_01,PV76349,21.348217345000002,13511,ALL,Passed
FAT57428_01,PV76350,28.64773278,776,ALL,Passed
FAT57428_01,PV76352,23.4,2987,ALL,Passed
FAT57428_01,PV76353,25.8,297,ALL,Passed
FAT57428_01,PV76354,16.9,23639,ALL,Passed
FAT57428_01,PV76356,21.52391871,4451,ALL,Passed
FAT57428_01,PV76357,26.078476125,470,ALL,Passed
FAT57428_01,PV76358,23.7,3622,ALL,Passed
FAT57428_01,PV76363,24.488010584999998,1069,ALL,Passed
FAT57428_01,PV76364,20.4,17199,ALL,Passed
FAT57428_01,PV76365,19.6,16419,ALL,Passed
FAT57428_01,PV76367,17.4,36842,ALL,Passed
FAT57428_01,PV76369,23.682119534999998,5799,ALL,Passed
FAT57428_01,PV76371,23.96762798,3245,ALL,Passed
FAT57428_01,PV76373,26.8,280,ALL,Passed
FAT57428_01,PV76374,26.2,777,ALL,Passed
FAT57428_01,PV76376,23.454715184999998,19390,ALL,Passed
FAT57428_01,PV76377,17.710330980000002,22946,ALL,Passed
FAT57428_01,PV76379,17.1,25684,ALL,Passed
FAT57428_01,PV76381,18.500289685,16274,ALL,Passed
